wavelength_nm,intensity
194.5407925424914,-0.00024408853415449705
194.7447415248341,-0.001534514630803315
194.94870577839427,-0.0006742305663707698
195.15268530086703,0.0016403432260310785
195.35668008994756,0.00010412168240153323
195.5606901433309,0.0010873034703244423
195.76471545871226,-0.0017803100777840425
195.96875603378672,-0.000817611243776194
196.1728118662494,0.001927104580841927
196.37688295379544,-0.00018263967240931522
196.58096929412,0.0012306841477298664
196.78507088491813,-0.000981474875096679
196.989187723885,-0.0007356794281159516
197.19331980871576,0.000739093253768412
197.3974671371055,0.0003704000832973211
197.60162970674935,-8.02249028340122e-05
197.80580751534242,-0.0001007078567490728
198.0100005605799,-0.0010429237368418606
198.21420884015683,-5.9741948918951604e-05
198.41843235176842,0.0002884682676370787
198.62267109310972,0.0014559966407955332
198.8269250618759,-0.0005103669350502849
199.03119425576207,0.00014508759023165445
199.2354786724634,-0.0007356794281159516
199.43977830967492,1.7069128262302115e-06
199.64409316509185,-0.0010224407829268
199.84842323640925,0.0006776443920232302
200.0527685213223,0.0002679853137220181
200.25712901752607,-0.00034650330372980006
200.46150472271574,-0.0004898839811352243
200.6658956345864,0.0003704000832973211
200.87030175083322,0.0005342637146178059
201.07472306915125,0.001824689811266624
201.27915958723568,0.00012460463631659385
201.4836113027816,0.0009848887007491392
201.68807821348418,-0.0007766453359460728
201.89256031703852,-0.0008790601055213758
202.09705761113972,-0.0011453385064171637
202.30157009348292,-0.0005718157967954667
202.50609776176327,6.315577457141203e-05
202.71064061367588,0.0011282693781545635
202.91519864691588,-0.0016574123542936788
203.11977185917837,-0.0005308498889653455
203.3243602481585,0.0006981273459382908
203.52896381155142,0.0004932978067876847
203.7335825470522,0.00018605349806177565
203.93821645235602,0.001722275041691321
204.14286552515796,-0.0007561623820310122
204.34752976315318,-0.000981474875096679
204.5522091640368,-0.0015549975847183757
204.75690372550392,-0.000715196474200891
204.9616134452497,0.0009848887007491392
205.16633832096923,0.001210201193814806
205.37107835035766,0.0009029568850888968
205.57583353111013,0.0008210250694286544
205.78060386092173,-0.0008995430594364364
205.98538933748762,-0.00028505444198461826
206.19018995850288,0.0013330989173051695
206.39500572166267,0.0009234398390039574
206.59983662466212,-0.0010838896446719818
206.80468266519637,-0.0013092021377376485
207.00954384096048,0.0005137807607027453
207.21442014964964,-0.00022360558023943643
207.41931158895895,-0.0008790601055213758
207.62421815658354,0.0018656557190967452
207.82913985021852,-0.0006332646585406485
208.03407666755905,0.0008619909772587756
208.23902860630025,0.0005137807607027453
208.44399566413722,0.000739093253768412
208.6489778387651,0.0013126159633901088
208.85397512787898,-0.0020261055247647697
209.05898752917406,-0.0005308498889653455
209.2640150403454,-5.9741948918951604e-05
209.46905765908818,0.0019680704886720483
209.67411538309747,-5.9741948918951604e-05
209.87918821006843,-0.00022360558023943643
210.0842761376962,0.0004932978067876847
210.28937916367587,0.0010258546085792604
210.49449728570258,0.00016557054414671505
210.69963050147146,-0.0005718157967954667
210.90477880867763,0.0006366784841931089
211.1099422050162,0.0004318489450425029
211.31512068818236,0.0003908830372123817
211.52031425587114,-0.0012887191838225878
211.72552290577775,-0.0006127817046255879
211.93074663559727,-0.00020312262632437582
212.13598544302482,0.003217530677490745
212.34123932575557,-0.00042843511939004246
212.54650828148462,0.0007800591615985332
212.75179230790707,0.001415030732965412
212.95709140271808,0.0012921330094750483
213.16240556361277,0.0007800591615985332
213.36773478828627,-0.00046940102722016366
213.57307907443368,-0.00030553739589967886
213.77843841975016,-0.00022360558023943643
213.98381282193083,-0.00018263967240931522
214.18920227867076,-0.0008790601055213758
214.39460678766517,-0.0017393441699539213
214.60002634660913,0.0011282693781545635
214.80546095319775,-3.9258995003890996e-05
215.01091060512618,0.0011077864242395028
215.21637530008957,0.0008210250694286544
215.42185503578298,0.0009848887007491392
215.6273498099016,-0.0005513328428804061
215.83285962014054,-0.0001007078567490728
216.0383844641949,-0.00042843511939004246
216.24392433975981,0.001988553442587109
216.44947924453044,-0.0008995430594364364
216.65504917620189,0.001619860272116018
216.86063413246927,-0.0009609919211816182
217.0662341110277,-0.00028505444198461826
217.27184910957234,-0.001329685091652709
217.4774791257983,0.0006776443920232302
217.6831241574007,-0.00038746921155992126
217.88878420207465,2.2189866741290817e-05
218.09445925751533,0.000841508023343715
218.30014932141782,-0.0007971282898611334
218.50585439147724,0.0012306841477298664
218.71157446538874,0.0014969625486256544
218.91730954084744,0.0004318489450425029
219.12305961554847,-8.02249028340122e-05
219.32882468718697,-0.00036698625764486066
219.534604753458,-0.00034650330372980006
219.74039981205678,0.0003089512215521393
219.94620986067838,0.00022701940589189685
220.1520348970179,-0.0013706509994828302
220.35787491877053,-8.02249028340122e-05
220.56372992363134,0.0007800591615985332
220.7695999092955,-0.0004898839811352243
220.97548487345813,-0.0008790601055213758
221.1813848138143,0.0015993773182009573
221.38729972805922,0.0009644057468340786
221.59322961388796,0.0002475023598069575
221.79917446899566,-0.0020670714325948907
222.00513429107744,-0.0016574123542936788
222.21110907782844,-1.877604108883039e-05
222.41709882694377,0.0012511671016449271
222.62310353611858,0.0003704000832973211
222.82912320304797,0.0004932978067876847
223.03515782542706,6.315577457141203e-05
223.24120740095103,0.0003704000832973211
223.44727192731494,0.0004113659911274423
223.65335140221393,0.0014355136868804724
223.85944582334315,-0.0015754805386334362
224.06555518839772,0.000739093253768412
224.27167949507276,-0.001534514630803315
224.4778187410634,0.00012460463631659385
224.68397292406473,0.0003704000832973211
224.89014204177195,-0.00032602034981473946
225.09632609188012,-0.00036698625764486066
225.3025250720844,-0.00036698625764486066
225.5087389800799,-0.00032602034981473946
225.71496781356174,0.0012921330094750483
225.92121157022507,-0.0006127817046255879
226.127470247765,-0.0012682362299075273
226.33374384387668,0.00016557054414671505
226.54003235625515,-0.001329685091652709
226.74633578259565,0.0002679853137220181
226.95265412059325,-0.0005718157967954667
227.1589873679431,-0.0014116169073129514
227.36533552234027,0.0008824739311738362
227.57169858147992,0.0002475023598069575
227.7780765430572,0.0016608261799461392
227.98446940476722,-0.001903207801274406
228.1908771643051,0.0013740648251352908
228.39729981936594,0.0003089512215521393
228.60373736764492,0.00018605349806177565
228.81018980683712,-0.0018622418934442849
229.01665713463768,-5.9741948918951604e-05
229.22313934874177,-0.00042843511939004246
229.42963644684443,0.0006981273459382908
229.63614842664086,-0.0004898839811352243
229.84267528582615,-0.00046940102722016366
230.0492170220954,-0.00028505444198461826
230.2557736331438,0.0015993773182009573
230.46234511666643,0.0004932978067876847
230.66893147035844,-0.0010019578290117394
230.87553269191494,-0.00012119081066413342
231.0821487790311,6.315577457141203e-05
231.28877972940197,0.001210201193814806
231.4954255407227,0.0006571614381081695
231.70208621068844,0.0002679853137220181
231.90876173699434,0.0003294341754671999
232.11545211733545,0.00012460463631659385
232.32215734940695,-0.0005513328428804061
232.52887743090395,2.2189866741290817e-05
232.73561235952158,-0.0009405089672665576
232.94236213295494,0.001927104580841927
233.14912674889922,0.0002884682676370787
233.3559062050495,-0.0010634066907569213
233.56270049910088,-0.001124855552502103
233.76950962874855,-0.00040795216547498186
233.9763335916876,0.000739093253768412
234.18317238561315,-0.0013501680455677697
234.39002600822033,-0.00032602034981473946
234.59689445720426,-3.9258995003890996e-05
234.8037777302601,0.00018605349806177565
235.01067582508296,-0.00020312262632437582
235.21758873936793,0.0004318489450425029
235.42451647081018,-0.0007971282898611334
235.63145901710482,0.0003294341754671999
235.83841637594696,-0.0005513328428804061
236.04538854503176,-0.00014167376457919402
236.2523755220543,-0.00026457148806955765
236.45937730470976,0.0009644057468340786
236.66639389069323,-0.0024972134648111634
236.87342527769985,-3.9258995003890996e-05
237.08047146342471,-0.0014525828151430726
237.287532445563,-0.00016215671849425462
237.4946082218098,0.0009029568850888968
237.70169878986025,-0.002271900971745497
237.90880414740948,0.0003908830372123817
238.1159242921526,0.0014355136868804724
238.32305922178475,-0.0014730657690581333
238.53020893400105,-0.0005513328428804061
238.73737342649662,-0.0005103669350502849
238.9445526969666,-0.0016574123542936788
239.15174674310612,0.0010873034703244423
239.35895556261028,0.0011692352859846847
239.5661791531742,0.0010668205164093816
239.77341751249307,0.0018861386730118059
239.98067063826193,0.0002679853137220181
240.18793852817598,-0.00036698625764486066
240.39522117993027,-0.00032602034981473946
240.60251859122002,0.0002679853137220181
240.8098307597403,-0.0005718157967954667
241.0171576831862,0.0003089512215521393
241.22449935925292,0.0003089512215521393
241.43185578563552,-0.00044891807330510306
241.6392269600292,-0.00016215671849425462
241.84661288012902,-0.00028505444198461826
242.0540135436301,-0.0005922987507105273
242.26142894822766,0.00014508759023165445
242.4688590916167,-0.0005513328428804061
242.67630397149247,-0.00028505444198461826
242.88376358554999,-0.0015549975847183757
243.09123793148444,0.0005137807607027453
243.29872700699093,-0.00044891807330510306
243.5062308097646,8.363872848647263e-05
243.71374933750056,-0.00016215671849425462
243.92128258789393,0.0006981273459382908
244.12883055863986,-0.00020312262632437582
244.33639324743348,0.00020653645197683625
244.54397065196986,0.00012460463631659385
244.7515627699442,-0.0008995430594364364
244.95916959905156,0.0009029568850888968
245.16679113698711,-0.00032602034981473946
245.37442738144597,1.7069128262302115e-06
245.58207833012327,0.00016557054414671505
245.7897439807141,-0.0005922987507105273
245.99742433091365,0.00135358187122023
246.20511937841695,-0.0009405089672665576
246.4128291209192,-0.0017598271238689817
246.62055355611554,0.0008210250694286544
246.82829268170104,0.0014969625486256544
247.03604649537084,-0.0006947135202858304
247.24381499482007,0.0009234398390039574
